,Dataset,Predictions on :,MAE,RMSE,MAPE,R2
0,Vestas_data_history,Test_forecast,13.898849514493946,23.810898805666447,0.1422310556201533,98.79147927650018
1,Vestas_data_forecast,Test_forecast,11.915229420004064,20.80253737148083,0.13765564706372221,99.07756633364717
2,Nordex_data_history,Test_forecast,136.61409136070293,258.5126373817453,0.909671206063313,96.08343295018959
3,Nordex_data_forecast,Test_forecast,82.25999388135584,160.92095665941358,0.5437554979595066,98.48236539581852
