,Dataset,Predictions on :,MAE,RMSE,MAPE,R2
0,Vestas_data_history,Test_forecast,28.20739429305207,46.67975777839048,0.2695004903376785,95.35527815296241
1,Vestas_data_forecast,Test_forecast,32.171596480594836,50.72423791671698,0.49849429589411454,94.51554363954658
2,Nordex_data_history,Test_forecast,329.44897261753755,524.2581914610689,1.2315216919714422,83.89233981357478
3,Nordex_data_forecast,Test_forecast,302.21639881463886,475.80488346046707,1.2112781677220092,86.73217302419496
