,Dataset,Predictions on :,MAE,RMSE,MAPE,R2
0,Vestas_data_history,Test_forecast,15.778873552092316,26.90901247982651,0.1393001880500574,98.45653052970539
1,Vestas_data_forecast,Test_forecast,13.0701836361937,22.97791471403674,0.13783609685420514,98.87455636407229
2,Nordex_data_history,Test_forecast,132.8484443636443,276.3831743849429,0.6183741785703607,95.52322559119997
3,Nordex_data_forecast,Test_forecast,105.45073923486017,236.44043667317047,0.5344800945295795,96.72368602314458
