,Dataset,Predictions on :,MAE,RMSE,MAPE,R2
0,Vestas_data_history,Test_forecast,17.20383132567544,28.18314311394277,0.15289262060137046,98.30690481206511
1,Vestas_data_forecast,Test_forecast,11.801064163798658,20.804953363812672,0.13191221387824922,99.07735205958643
2,Nordex_data_history,Test_forecast,174.19263808047089,312.7634086946184,1.0170435169023244,94.26710636184592
3,Nordex_data_forecast,Test_forecast,82.51931848157983,168.04361259638043,0.5985687271765199,98.3450456153743
